id	date	type	header	text
1860-11-13_advert_300	1860-11-13	advert	NO HEADER	;;; Beautiful little Farm of forty acres, on the Brooke Turnpike, six miles from Richmond, for sale at Auction.;;; --Will be sold on Wednesday, the 21st November 1860, upon the premises, commencing at 11 o'clock A. M., the Farm located as above, now occupied by the subscriber.;;; The buildings are all new, consisting of a two-story Dwelling and all necessary out-houses.;;; The Land is well adapted to the growth of wheat, corn, oats and tobacco, and also grows very fine vegetable.;;; There are two wells and also a fine spring upon the place very convenient.;;; After the sale of the land will be sold all of the Stock upon the place: Crop of Corn, Fodder.;;; Shocks, Oats and Tobacco.;;; Also, all of the Household and Kitchen Furniture, two good Milch Cows, Horses, Wagons, Carts, Harness. &amp;c.;;; Terms--Made known on the day of sale.;;; R. T. Cobbs.;;;  Sale conducted by Goddin &amp; Apperson, Auct's.;;; no 6;;; 
1860-11-13_advert_301	1860-11-13	advert	By James M. Taylor &amp; Son, Auct'rs.	;;; By James M. Taylor &amp; Son, Auct'rs.;;; Trustee's sale of Real estate.;;; On Main street, in the City of Richmond.--By virtue of a deed of trust, executed to the subscriber by I. A. Goddin and wife, dated 7th July, 1855, and recorded in Richmond Hustings Court, being thereto requested, I will sell at public auction, upon the premises, on Monday, 19th November, at 4 o'clock P. M., the property conveyed by said deed, being the Lot designated on the plan drawn by Williamson for the Common Council of the city, as Lot No. 180.;;; situated on the south side of Main street, commencing thereon at a point distant 132 feet west of Warehouse street. and running thence westerly on Main street to Lot No. 161.;;; A plat of the property will be exhibited at the time of sale, and it will then be determined whether to sub-divide it or sell it as a whole.;;; The terms required by the deed are cash; but I am authorized to State that fair credits will be allowed.;;; The title is believed to be perfect; but selling as Trustee, I shall convey only such as I derive under the trust deed.;;; H. A. Claiborne, Trustee.;;;  Jas. M. Taylor &amp; Son. Aucts. no 8.;;; 
1860-11-13_advert_302	1860-11-13	advert	NO HEADER	;;; A very desirable Brick residence on Grace, between 28th and 29th streets, Church Hill, for sale at Auction.;;; --We will sell, upon the premises on Thursday.;;; the 15th day of November, commencing at 4 ½ o'clock P. M., the very desirable Brick Residence, now occupied by Mrs. Rebecca C. Brett, on Grace, between 28th and 29th streets. Church Hill.;;; It has seven good rooms, is very convenient, and extremely pleasant.;;; The Lot fronts on Grace street 31 feet, and runs back 157 feet to an alley 16 feet wide.;;; Mrs. Brett, residing upon the premises.;;; will take pleasure in showing the same to those desiring to purchase.;;; Terms.--One fourth cash; the balance at 4, 8, and 12 months, for negotiable notes, with interest added, and secured by a trust deed.;;; oc 31 Jas. M. Taylor &amp; Son, Aucts.;;; 
1860-11-13_advert_303	1860-11-13	advert	By Richard Cauthorn, Auct.	;;; By Richard Cauthorn, Auct.;;; large sale of Crockery and Glass Ware.--On Wednesday, 14th instant, at 10 o'clock, at my store.;;; I will sell at auction a large and desirable assortment of Crockery and Glassware, consisting in part of White Granite Dishes.;;; Plates, Cups and Saucers.;;; Bowls. Mugs, Basins and Ewers, Chambers, Tea Sets, Dinner Ware, &amp;c.;;; Also.--An invoice of Yellow and Rockingham Ware, consisting of Pitchers, Bowls, Pie Plates, Pans, Chambers, Bed Pans, Tea Pots, Mugs. &amp;c.;;; Also.--Common Blue-edged Plates, Dishes, Painted Teas, Bowls. &amp;c.;;; Glassware.--This is of a superior quality.;;; and consists of Bar and Table Tumblers, Goblets, Wines, Dishes, Lamps, Jars, Salts, Castors, &amp;c.;;; Also.--Shoe Jacks, &amp;c., &amp;c.;;; The above Ware is of the best quality, and will be sold without reserve.;;; Terms.--Cash for all sums of $50 and under; over this amount, 60 days credit, for approved paper.;;; [no 10] R. Cauthorn, Auct'r.;;; 
1860-11-13_advert_304	1860-11-13	advert	By E. B. Cook, Auct'r.	;;; By E. B. Cook, Auct'r.;;; Trustee's sale of Household Furniture, Piano and Negro Man at Auction. --By virtue of a deed of trust, made by John H. Bosher to the subscriber, and duly recorded in the office of the Hustings Court of the city of Richmond, I will proceed to sell, at the residence corner of Marshall and 1st street, on Monday, 19th inst., at 10 o'clock. the Furniture conveyed in said deed, consisting of a variety of useful and desirable housekeeping articles. --Also.--;;; 1 Piano, said to be a very good instrument.;;; --Also.--;;; A Negro Man named Tom, about 59 years old.;;; Terms.--All sums under $50. cash; over that amount, 90 days, for approved.;;; endorsed paper.;;; W. C. Tompkins. Trustee.;;;  Sale conducted by E. B. Cook, Auct'r. no 8;;; 
1860-11-13_advert_305	1860-11-13	advert	NO HEADER	";;; Trustee's sale of Land lying in the County of King William;;; --Pursuant to the provisions of a Deed of Trust executed on the  26th day of March, 1860, by John H. Waring, for the benefit of Ro. A. Hill, and duly admitted to record in the office of the Clerk for the County Court of King William county, the undersigned.;;; Trustee, will, on Monday, the 24th of December, 1860,  proceed, at King William Court House, to sell to the highest bidder, at public auction, 427 acres of Land, lying in the said county of King William.;;; adjoining the lands of Thomas Stark, Egbert E. Lipscomb and others, about 2 ½ miles from the Richmond and York River Railroad, and about the same distance from the public landing on the Pamunkey river called ""Fish Hall"" The improvements thereon consist of a comfortable small Dwelling, a Barn, Kitchen, and several other buildings.;;; There is upon the land an abundance of grey marl and one thousand cords of pine wood might be cut therefrom after leaving an abundance for the support of the place.;;; Any one wishing to view the premises will be shown them by Mr. James Powers, who now resides upon the place.;;; Terms of Sale--Such part of the purchase money as may be necessary to defray the expenses attending the execution of the trusts under the said deed, will be required in cash; on such other part the roof as will be sufficient to satisfy the claims of the said Ro. A, Hill, to with $2.425 a credit of six months will be given; and on the resides thereof a credit of twelve months, The credit installments to be secured by bonds, with approved security, and a Deed of Trust upon the property.;;; Roger Gregory.;;; oc 35--3aw4w Trustee.;;; "
1860-11-13_advert_306	1860-11-13	advert	Auction Sales.	;;; Pure Old Palm Soap.;;; --A large lot of the choice Soap just received, and for sale by;;; Dove &amp; Co., Wholesale Druggists.;;; Auction Sales.;;; 
1860-11-13_advert_307	1860-11-13	advert	This day.by Goddin &amp; Apperson, Auct'rs.	;;; This day.by Goddin &amp; Apperson, Auct'rs.;;; Executor's sale of Valuable Lots in the City of Richmond and near Thereto, and Tract of Land in Henrico County near to Boar Swamp, and small Parcel near to Camp Carter. --At the request of Dr. Thomas C. Clopton, executor of the late Edward J. Clopton, dec'd, we shall sell at public auction, on the premises, in the order advertised, on Thursday, the 13th November, 1860. commencing at 3 ½ o'clock P. M., the following valuable Lots, viz: 3 Lots, part of No. 189, in the plan of Richmond, on the north side of Main street, opposite to Rocketts, Warehouse, having fronts 36 feet, 23 feet and 23 feet. Also, Lot No. 56, in Williamson's plan, No. 2, fronting 132 feet on Lewis street, running back to Gillie's Creek.;;; Also, a valuable half-acre Lot on Church Hill, at the corner of Leigh and 29th streets, opposite to where Mr. Wm. Catliz formerly resided.;;; And on Monday, the 31 December, 1860, at Henrico County Court House, at 12 o'clock M., 57 acres of Land in said county, on Bear Swamp.;;; Also, 5 acres in said county, adjoining Camp Carter.;;; Terms.--One-third cash; balance at 6 and 12 months, for negotiable notes, interest added, and title retained till all the purchase money is fully paid.;;; [no 3] Goddin &amp; Apperson, Auct'rs.;;; 
1860-11-13_advert_308	1860-11-13	advert	By E. B. Cook, Auct'r.	;;; By E. B. Cook, Auct'r.;;; Genteel Household Furniture at Auction.--On Tuesday, Nov. 13th, at 10 o'clock, I will sell, at the residence of P. W. Dudley, Esq., on Leigh, between 6th and 7th sts., all his Household Furniture, consisting in part of--;;; Sofas. Divans, Mahogany and Rosewood Chairs.;;; Marble-top Tables, Brussels Carpets.;;;  Hat Racks, Floor Oil Cloth.;;; Wardrobes, Bedsteads.;;; Feather Beds, Mattresses.;;;  Looking-Glasses, Washstands.;;;  Cane and Wood-seat Chairs.;;; Dining and other Tables.;;; Refrigerator, Safe.;;; The usual variety of China, Glass and Crockery Ware, together with many other housekeeping articles too numerous to mention, all of which is in good condition.;;; At the same time will be sold one Stable, adjoining the yard.;;; [no 9] E. B. Cook, Auct'r.;;; 
1860-11-13_advert_309	1860-11-13	advert	NO HEADER	;;; By Alex.;;; Nott, Auct'r.;;;  Groceries, Dry Goods, Furniture,&amp;c.--Will be sold at auction, at my store, corner Main and 15th streets, on Tuesday morning next, the  13th day of November, commencing at 10 o'clock.;;; Dry Goods.--Several invoices of seasonable Dry Goods; Coats, Pants, Vests, Net Shirts, Drawers and Jackets; Gaiters.;;; Shoes, Spool Cotton, &amp;c.;;; Groceries.--Whiskey, Brandy, Manufactured Tobacco, Champagne, Butter; Glassware, Crockery, &amp;c.;;; Also.--A lot of Furniture, Carpets, Stove, &amp;c.;;; no 12 Alex. Nott, Auct.;;; 
1860-11-13_advert_310	1860-11-13	advert	By J. H. Digges, Auct'r.	;;; By J. H. Digges, Auct'r.;;; fine Gold and Silver Watches, Jewelry, Fancy Goods, &amp;c.--Will be sold at auction, every night this week, at Auction Room 86 Main street. Also, a lot of Blankets.;;; Undershirts. Drawers, fine Table Cutlery, Plated Spoons, Forks, &amp;c., &amp;c. Sale will commence at 7 o'clock, P. M. J. H. Digges, Auct.;;; D. F. Booth, Salesman. oc 23--ts;;; Life Insurance, &amp;c.;;; 
1860-11-13_advert_311	1860-11-13	advert	Directors:	;;; Old dominion Insurance Company.;;; --Capital $200,000 !;;; Office--No. 42 Main street, under St. Charles;;; Hotel.;;; This Company is now prepared to receive applications for Fire and Marine Insurance on favorable terms.;;; Directors:;;; Gab, Wortham,;;; John Enders,;;; Samuel M. Price,;;; B. F. Ladd,;;; Jno. Stewart Walker,;;; Luther R. Spilman,;;; Peter C. Warwick,;;; Jas. S. Kent,;;; Horace P. Edmond,;;; James M. Talbott,;;; Griffin B. Davenport,;;; Geo. W. Yancey,;;; Jos. Brummel,;;; Wm. Brent,;;; Ro. H. Maury;;; John H, Greaner,;;; Geo. S. Palmer,;;; Wm. S. Triplett,;;; S. C. Tardy,;;; Wm. Currie,;;; Jas. R. Crenshaw,;;; John H. Williams,;;; Mark Downey,;;; Thomas Jones,;;; Edwin A. Smith,;;; Ro. A. Paine,;;; Ro. F. Wilhams,;;; Wm. P. Ragland,;;; Henry C. Cabell,;;; Geo. W. Royster,;;; Isaac Davenport, Jr., Pres't.;;; Chas. E. Wortham, Sec'y. my 19--ts;;; 
1860-11-13_advert_312	1860-11-13	advert	Fire Insurance.Marine Insurance.	;;; Fire Insurance.Marine Insurance.;;; (Incorporated 1832.);;; the Virginia Fire and Marine Insur;;; Ance Company.;;; Office No. 131 Main Street, Richmond.;;; Capital and Surplus, $200,000 !;;; This Company has the advantage of twenty-seven years experience in the Insurance business, and having enjoyed the favor of the public during all of that period needs no special recommendation to the citizens of Virginia.;;; It effects Fire Insurance in city and country, and Marine Insurance to all parts of the world.;;; Its cash capital and surplus are as above, and its affairs are managed prudently, but liberally, and its rates are as low as those of any other good institution.;;; Directors:;;; W. L. Cowardin,;;; Joseph Allen,;;; Horace L. Kent,;;; Wm. Palmer,;;; Alex. R. Parker,;;; Jas. A. Inloes,;;; J. E. Wadsworth,;;; Wm. Beers,;;; Thos. Samson,;;; Chas. W. Purcell,;;; Jos. P. Winston,;;; H. A. Claiborne,;;; Patrick Cullen,;;; Geo. W. Smith,;;; B. L. Winston,;;; Jno. N. Gordon,;;; Arch.;;; Thomas,;;; Apply to the President or Secretary, in person or by letter, W. L. Cowardin, President.;;; Wm. Willis. Jr., Secretary, fe 9--ts.;;; 
1860-11-13_advert_313	1860-11-13	advert	Virginia Steam Sugar Refinery.	;;; Virginia Steam Sugar Refinery.;;; The proprietor takes pleasure in announcing to the public that the;;; Virginia Steam Sugar Refinery;;; is now in full and regular operation, and has capacity sufficient for a very large demand.;;; His aim will be to render satisfaction to all of his customers, and he trusts that he will meet with a liberal patronage from the merchants of the Southern States.;;; The Refinery is located immediately on the wharf at Rocketts, and is conveniently situated for shipments in every direction.;;; For the present only white and yellow Coffee Sugars will be made, and if the enterprise meets with that success the proprietor hopes to deserve, he will, in the Spring, enlarge the buildings, put on additional machinery, and manufacture Loaf and Crushed Sugars.;;; Being governed in his sales by the New York prices, he hopes the merchants of his own State and other Southern States will patronise him liberally, and he guarantees that his Sugars are equal to similar Sugars manufactured North.;;; Orders will be received for 10 bbls. Sugar and 5 bbls Syrup and upwards.;;; Sugars and Syrup delivered to any store in the city, or at any of the Railroad Depots, Wharves, or on Canal Boats, free of charge.;;; Orders by mail or telegraph promptly attended to at selling prices of the day on which they are received, unless limited.;;; Samples of each day's refining will be exhibited at the office, No. 42 Main street, under the St. Charles Hotel.;;; Chas. Y. Morris.;;;  Proprietor of the Va. Steam Sugar Refinery.;;; no 5--1mcw2t;;; 
1860-11-13_advert_314	1860-11-13	advert	NO HEADER	";;; Tobacco Agency.;;; --The subscribers have in store a very large stock of Chewing and Smoking Tobacco.;;; of the most approved brands, which they offer to the trade at very low rates, the larger portion at less than manufacturers' prices.;;; Among our assortment may be found Thomas ""Virgin"" ""Golden Sceptre,"" ""Jewel of Ophir,"" ""Unique, "" ""Light Pressed,"" ""El Dorado"" and ""Oronoko"" brands; D B. &amp; N. W. Harris' ""People's Favorite,"" ""John Smith,"" ""Menemone,"" ""Magnolia,"" ""Apricot,"" ""Luxury of the People,"" ""Ambrosial,"" ""Louisa Belle,"" ""Filibuster,"" ""Jockey Club, "" ""Millefleur,"" and Sumner &amp; Co.'s brands; R. T. Good's ""Granite Leaf"" and ""Louisa Bride;"" W. H. Payne &amp; Co.'s ""Olive Brand and ""Union;"" Harris, Spicer &amp; Harris' ""Diamond"" brand; White &amp; Lovelace's ""Gold Leaf."" and various other celebrated brands of fine and common Tobacco, to which we invite the attention of buyers.;;; For sale low by Geo. J. Sumner &amp; Co.,;;; oc 31--2w Iron Front Buildings.;;; "
1860-11-13_advert_315	1860-11-13	advert	Proclamation issued.	;;; Proclamation issued.;;; American Eagle;;; Illuminating;;; Fire-place Stove.;;;  for Burning Coal — Sold only by;;; S. Louis &amp; Co.;;; Having been on exhibition at the Mechanics' Fair, it received the attention and praise of the best judges.;;; Just received a lot of the above celebrated Fire-place Stoves, for heating Parlors and Rooms above.;;; It gives a beautiful illumination, and can be regulated to heat one or more rooms.;;; Please call and examine for yourself, at;;; S. Louis &amp; Co.'S;;; Stove and Tinware Manufactory,;;; (Weller's Old Stand,);;; no 5--12t No. 28 Main street.;;; 
1860-11-13_advert_316	1860-11-13	advert	London Dock Brandy, Pure London Dock Brandy, &amp;c.	;;; London Dock Brandy, Pure London Dock Brandy, &amp;c.;;; Whiskeys — Bumgardner's. Summerdean, Abney's, Richardson's. Flask's, Sherman, Wm. Wallace's, Tuscaloosa, Monongahels, Peter Hanger's, and Common.;;; Scotch and Irish Whiskey.;;; Brandy — Jas. Hennessey, Otard, Dupuy &amp; Co., Pinet, Castilon &amp; Co., Sazarac, Vieux Cognac, and Jules Robin brands.;;; Pure Virginia Apple and Peach Brandy.;;; Jamaica Rum.;;;  Madeira, Port, and Sherry Wines.;;; Pure old Holland Gin.;;; Also--Champagne Wines of all brands and grades.;;; For sale, wholesale and retail, by;;; J. S. Robertson, next to cor. of;;; oc 27--1m Governor and Franklin sts.;;; 
1860-11-13_advert_317	1860-11-13	advert	NO HEADER	";;; A Card.;;; --We very earnestly request customers and others, who have our Bags, to send them to us full of grain, if ready to send it, or empty, by the next train.;;; We are suffering great inconvenience for want of our Bags that are idle in various hands who have neglected to return them.;;; In a short time we must make up bag accounts and charge the holders with them.;;; When we send bags to any person, they should be returned promptly.;;; Much of the wheat we receive is damp.;;; Farmers ought to dry it at home.;;; Barns, granaries and ""all out of doors"" are big enough to spread it in Farmers lose immensely by inattention to this point.;;; We have fallen on perilous times, when debt is fearful.;;; Filling orders for guano, &amp;c., on the faith of growing crops, won't do for those who have to buy them on time.;;; A safe principle of individual economy is to make money before we spend it.;;; oc 19--ts Maddux &amp; Co.;;; "
1860-11-13_advert_318	1860-11-13	advert	NO HEADER	;;; Hosiery, Hosiery !!;;; --Just landed, of our own importation:;;; 2,000 doz. Ladies' Cotton Hose.;;; all qualities;;; 1,000 doz. Misses' Cotton Hose, all since and qualities;;;; 1,000 doz. Gents' Cotton half-Hose, all qualities;;;; Also, 1,000 doz. L. C. Hdkfs., all grades.;;; All of which we offer to the trade at a small advance upon cost of importation.;;; Ginter, Alvey &amp; Arents,;;; oc 2--ts importers and Jobbers, Main st.;;; 
1860-11-13_advert_319	1860-11-13	advert	NO HEADER	;;; Glycerine, Honey and Poncine Soaps; Cold Cream; Otto Rosa Lip Salve; Glycerine Lotion; Church's Lotion for the skin.;;; Also, Rowland's Kaledor; Bay Rum; Colognes; Handkerchief Extracts, all odors; and many other indispensable Toilet Articles in store, for sale by W. L. Waring, Druggist.;;; 
1860-11-13_advert_320	1860-11-13	advert	Richmond Dispatch	;;; another supply of Ladies' Heeled Morocco and Goat Boots, at $1 and $1.25 per pair, just received at;;; G. Heller &amp; Co's, 181 Bread st.,;;; Between 8th and 9th sts.;;; Page image of Daily Dispatch, Volume 018, Number115, page 004.;;; Richmond Dispatch;;; Tuesday Morning...nov. 13, 1860.;;; 
1860-11-13_article_321	1860-11-13	article	NO HEADER	";;; Ingenious escape.;;; --Fred Schulz, a life member, made his escape from the prison, on Monday night last, in the following ingenious manner:;;; On Monday he ""layed up"" in his cell, pretending to be sick, and in the evening, after dark, drilled a small hole, to admit a wire, in the lock of his door.;;; After the prisoner is locked in his cell for the night, the doors are further secured by a long heavy iron bar which runs the whole length of the tier of cells, and so arranged as to drop down over the top of each door and thus doubly secure it for the night — this bar is not, however, dropped down until about 8 o'clock, so that until that time the lock is the only security to prevent the prisoner from getting into the cell room.;;; After the prisoners have finished their evening meal an officer passes around the wards, and takes from each prisoner his dish and relocks the door, Schulz was on the first ward, and after the officer had taken his dish and passed on, he doubtless, drilled his hole in the lock and drew back the bolt; and as soon as the keeper had gone to the further end of the block and upon the second tier, (Schulz being on the lower tier, and near the stairs, by which the corridors are reached,) he opened his door and passed rapidly up to the fourth tier, and on to the southwest octagon, the lock of which he picked — here his progress was stopped by a trap door, which led out to the battlements on the top — this door was well secured by a heavy iron bar and padlock, which, however, presented no obstruction to the ingenious mechanic — by-the-way, the best blacksmith in the prison, and who has done all the fine iron work in the institution.;;; Here he doubtless, however, remained until sometime in the night.;;; He then ascended, taking the iron bar with him, which he placed between the battlements, and fastened a rope he had prepared from his bedtick, and lowered himself down to the bars of the cell-room window, the grating of which furnished him a secure ladder for his descent into the prison yard, and the board fence in front of the prison was a difficulty readily overcome.;;; His escape was not discovered, of course, until breakfast in the morning, when the evidences of his leave-taking as above given were readily apparent.;;; Every effort has been made for his capture by the commissioner, but so far without effect. -- Waupin (Wis.) Item.;;; "
1860-11-13_article_322	1860-11-13	article	Commercial.	";;; Commercial.;;; Richmond Markets, November 12.;;; There is not a single change in quotations.;;; The market is very quiet.;;; There seems to be a general pause of the public mind and of commerce.;;; The very atmosphere is impressed with an event fraught with danger to the country, the exact nature of where effects we cannot foresee, but which almost every one seems to dread.;;; Money is very scarce, in the face of a remarkable solvency of people in all trades and pursuits.;;; The pressing of an issue upon a question of morality into the Northern elections, and the sweeping majorities which have declared in favor of that side of the question which is inimical to the South, have brought this trouble upon the country.;;; We cannot see our way out of it now. If the precipitation of a crisis could force a settlement of the issue and an abandonment of the bitter sectional war that has been waged, then it would be well that we should have the crisis at once.;;; But we have no assurance that such a result will follow.;;; We are in the midst of an excitement the end of which no man can foresee.;;; Let us continue to hope for the best.;;; One thing is certain, and that is, that as long as the fanatics of the North hold sway, however much men may cry ""peace-peace!"" --there will be no peace.;;; In the meantime, commerce must suffer, and business and enterprises of all sorts be subjected to a paralysis if not disastrous, at least highly injurious to the country.;;; Tobacco.--There is nothing doing of consequence, and we continue quotations, which are little more than nominal.;;; We quote inferior Lugs at $2.25 @ 2.50, good and fine $3@3.50; inferior Leaf $5@7, good $8@9; fine manufacturing scarce, price $12.50@20; good and fine English $6.50@10.50.;;; fancy cases $2@90.;;; Flour.--The stock of country is still very light, and arrivals limited to an almost unexampled degree.;;; Sales are confined altogether to the home consumption, at prices above the views of shippers, and the market very dull.;;; We quote these sales at $6.75@$7 for Superfine, $7.25@$7.50 for Extra; Family $8;;; Wheat — We quote good to prime Red $1.30 to 1.35; do. White $1.50 to 1.56 The scar city of money causes the market to be very heavy, and there is a difference of from 10 to 20 cts per bushel between cash and credit sales.--Sales for cash being 10 to 20 cts. under our quotations.;;; Corn.--We quote 65@70 cts. per bushel.;;; Market quiet.;;; Hay.--We quote $1@1.10 per cwt.;;; Rye.--We quote 75@80 cents  bushel.;;; Oats.--We quote 40 cents per bushel.;;; Offal.--Bran 15 cts.; Shorts 20; Brown Stuff 30, and Ship Stuff 65  bus.;;; Bacon.--Sides 12 ¼@12 ½c.; Shoulders 10@10 ¼ c.; plain Hams 12; Sugar-cured 13@13 ½c.; Todd's Sugar-cured Hams 15;;; Coffee.--We quote Rio 14 ½@15 ½c.; Laguayra, none in market; Java 16 ½@17cts.; Mocha 18 cents. Market firm.;;; Molasses.--New Orleans 50@55 cts.; Cuba Muscovado, in bbls., 32@ 37 ½ cts., in hhds., 25@30; English Island. 37 ½ cts.; Ochenhousen's. 28.;;; Sugars.--New Orleans Sugar, none in market.;;; Cuba 7 ½@8 ½c.; Porto Rico 8 @9 ½c.; Loaf 11 ¼@lic.; Crushed and Powdered 10 ¾@14; Coffee Sugar: A 10 ¼c.; B 10; Extra C 9 7/8;;; Whiskey.--Richmond Rectified 21@22 cents; Stearns' Old Malted Rye $1.50; other qualities 76c @$1.60  gallon.;;; "
1860-11-13_article_323	1860-11-13	article	NO HEADER	;;; the New York Herald, of Sunday, says:;;; the secession movement at the South is beginning to work its results at the North.;;; In Wall street it was felt severely yesterday.;;; Stocks fell from ¼ to 2 ¼ per cent., as may be seen be reference to our money article.;;; And this, we fear, is not the end, but only little more than the beginning of the depreciation and decline of all securities.;;; From the following table it will be seen that in one month Stocks have declined, some five, some ten, some twelve and some fifteen per ct:;;; Stocks.Oct. 10.Nov. 10.;;; Missouri's87 ¾76 ¼;;; Tennessee's90 ½86;;; Virginia's90 ¼86 ¾;;; New York Central88 ½78 ¼;;; Panama124119;;; Erie38 ½31;;; Reading4736 ¾;;; Hudson River63 ½54;;; Harlem2116;;; Rock Island7257 ¼;;; Galena75 ¾65;;; Toledo4639;;; Illinois Central8666 ¾;;; Michigan Central6857;;; Michigan Southern guar47 ½34 ¾;;; The South Carolina Bank statement of last month, compared with that of the month before, shows an increase in circulation of $346,206 25; an increase in domestic exchange of $911,319; an increase in foreign exchange of $92,371; an increase in discounts of $5,293; and a decrease in specie to the extent of $276,438.;;; 
1860-11-13_article_324	1860-11-13	article	Finances of the State of Va.	;;; Finances of the State of Va.;;; Second Auditor's Office.   Richmond, 29th October, 1860  Dear Sir;;; --I transmit herewith, as required by law, statements containing synopses of the transactions of the Fund for Internal Improvements, Sinking Fund and Literary Fund for the fiscal year ending 30th September, 1860.;;; Respectfully, your obedient servant.;;; Wm. A. Moncure, Second Auditor.;;; To his Excellency, John Letcher, Governor of Virginia.;;; Internal Improvement Fund.;;; Synopsis of the operations of the Fund of Internal Improvement during the Fiscal year ending the 30th September, 1860.;;; Balance in the Treasury the 1st day of Oct., '59$9,217 23;;; Treasurer's Receipts for payments into the Treasury during the fiscal year, viz:;;; From loans obtained under act of 29th March, 1851--Registered Stock$299,700.00;;; Coupon Bonds, 1,067,000 00;;;  $1,566,700 00;;; From loans obtained under act of 18th March, 1858--Reg'tred Stock1,400 00;;; From Revenue — Dividends on Bank and Internal Improvement Company Stocks, bonus on Banking Capital, Interest on Loans, &amp;c.522,317 12;;;  1,899,417 13;;; Total$1,899,634 36;;; Disbursed through the warrants of the Second Auditor:;;; For interest on drafts allowed by the Board of Public Works1 227 28;;; For interest on guaranteed bonds of the Chesapeake and Ohio Canal Company34,43 94;;; For interest on guaranteed bonds of the James River and Kanawha Company55,039 40;;; For interest due the Literary Fund55,742 30;;; For dividends on old James River Company Stock19,360 00;;; For salaries, expenses of the Board, mileage and attendance of the State Proxies on the meetings of the James River and Kanawha Company, Stationery, &amp;c.10,490 37;;; Paid for coupons of interest due in New York and unprovided for by Commissioners of the Singing Fund12,55 00;;; Paid G. Buckingham &amp;Co, under act 29th of March., 1850 for interest on lost Coupon Bond300 00;;; Surplus Revenue of the Internal Improvement Fund, paid into Treasury340,000 00;;;  528,102 29;;; For loans subscriptions, &amp;c., to various Internal Improvement Companies1,366,899 94;;; Total disbursements1,895, 23;;; Balance in Treasury 39th September, 1 4,632 13;;;   $1,899,634 36;;; 
1860-11-13_article_325	1860-11-13	article	Sinking Fund.	;;; Sinking Fund.;;; Synopsis of the Operations of the Sinking Fund During the Fiscal Year Ending the 30th Sept., 1860.;;; balance in the Treasury the 1st October, 18$67,137 72;;; received from the Commonwealth, viz:;;; to pay semi-annual interest due 1st January, 1860$984,051 60;;; to pay semi-annual interest due 1st July, 1860907,72 671,01,924 07;;; on account of the amount required to be set apart annually for the redemption of Debt previous to 1832201,150 00;;; on account of the amount required to be set apart for investment for the benefit of Debt created since 1852196,945 21;;; from interest on 5 and 6 per cent. Debt of the State held as an investment by the fund32,390 715,232,409 99;;; Total$2,299,547 71;;; Disbursed during the year:;;; to pay interest on Debt Redeemed$123 53;;; to pay semi-annual interest due 1st July, 18597,573 92;;; to pay semi-annual interest due 1st Jan'y. 1860.901,613 30;;; to pay semi-annual interest due 1st July, 1860802,641 541,801,952 29;;; to pay interest on guaranteed bonds of James River and Kanawha Company 75 00;;; to Holders of certificates of 5 and 6 per cent, Debt Redeemed, viz:;;; of that advertised 1st August, 18$5,000 00;;; of that advertised 10th February, 185915,731 00;;; of that advertised 29th December, 1859199,150 00;;; 219,881 00;;; for certificates of 5 and 6 per cent. Debt purchased as an investment 226,228 00;;; paid counsel in case of Selden, Withers &amp;Co.500 00;;; Total Disbursements2,248,636 23;;; balance in Treasury 30th September, 186050,911 42;;;  $2,299,547 71;;; public Debt.;;; condition of the public Debt, 30th Septmb'r, 1860.;;; amount of certificates of State six per cent, registered debt$18,436,641 63;;; amount of certificates of State five per cent. Registered debt322,000 00;;; aggregate amount of the registered debt of the State18,758,641 63;;; amount of certificates of debt issued in the form of coupon bonds, payable in New York12,624,500 00;;; amount of certificates of debt issued in the form of five per cent, sterling coupon bonds, payable in London1,865,000 00;;; aggregate public debt.33,248,141 63;;; Literary Fund.;;;  Synopsis for the year ending Sept. 30th.1860.;;; the available capital of the fund is$1,77,364 68;;; amount of capital invested$1,837,339 37;;; amount of capital in the treasury subject to investment40,025 33;;; $1,877,364 68;;; Revenue and application.;;; Revenue:;;; Receipts from dividends, and interest on investments$118,600 18;;; application:;;; salaries and expenses2,925 97;;; appropriation to primary and free schools80,000 00;;; appropriation to the University of Virginia15,000 00;;; appropriation to the Virginia Military Institute.1,500 00;;; balance to increase of permanent capital19,174 21;;; $118,690 18;;; Operations with the Treasury.;;; balance to the credit of the fund in the Treasury September 30th, 185942,519 69;;; Treasurer's receipts for payment into the Treasury during the year, viz:;;; fines, forfeitures, penalties, escheated lands, &amp;c.$27,533 94;;; dividends and interest on investments118,600 18;;; Capitation tax of the year 1859125,000 00;;; temporary loan to the Commonwealth131,359 68;;; on account of the Dawson a fund3,021 26;;; $405,518 06;;; $448,037 75;;; Disbursements on Second Auditor's Warrants on the Treasury during the same period, viz:;;; Fines, &amp;c., refunded$2 766 64;;; Investments in certificates of Virginia six per cent. State debt148,581 00;;; Salaries and expenses2 925 97;;; School quotas paid82 931 77;;; Capitation tax paid134,121 48;;; Annuity to Virginia Military Institute1,500 00;;; On account of the annuity to the University of Virginia15,015 00;;; On account of the Dawson fund2,735 96;;;  $388,577 82;;; Balance in the Treasury to the credit of the Literary Fund, September 30, 186059,459 93;;; $448,037 75;;; Wm. A. Moncure, Second Auditor.;;; Medicines,;;; 
